Quality	#1 ID	#2 ID	#1 String	#2 String
1	3039165	3039036	Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.	It has also said it would review all of its domestic employees more than 1 million to ensure they have legal status.
1	2674986	2674800	The songs are on offer for 99 cents each, or $9.99 for an album.	The company will offer songs for 99 cents and albums for $9.95.
1	2193346	2193362	However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.	The talk, however,has been downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow-accretive.
1	149798	149596	Comcast Class A shares were up 8 cents at $30.50 in morning trading on the Nasdaq Stock Market.	The stock rose 48 cents to $30 yesterday in Nasdaq Stock Market trading.
0	1490811	1490840	While dioxin levels in the environment were up last year, they have dropped by 75 percent since the 1970s, said Caswell.	The Institute said dioxin levels in the environment have fallen by as much as 76 percent since the 1970s.
1	426112	426210	This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.	IBM said the Rational products were also integrated with Rational PurifyPlus, which allows developers to work in Java, Visual C# and VisualBasic .Net.
1	213302	213135	The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president’s appearance.	The plant plans to shut down its first shift and parts of the second shift Monday to accommodate the president's appearance, Crosby said.
0	1963350	1963106	A former teammate, Carlton Dotson, has been charged with the murder.	His body was found July 25, and former teammate Carlton Dotson has been charged in his shooting death.
1	3035675	3035707	Several of the questions asked by the audience in the fast-paced forum were new to the candidates.	Several of the audience questions were new to the candidates as well.
1	622300	622384	Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.	The global death toll from SARS was at least 767, with more than 8,300 people sickened since the virus first appeared in southern China in November.
0	962311	962987	The battles marked day four of a U.S. sweep to hunt down supporters of Saddam Hussein's fallen regime.	Twenty-seven Iraqis were killed, pushing the number of opposition deaths to about 100 in a U.S. operation to hunt down supporters of Saddam Hussein's fallen regime.
0	2506257	2506206	The women then had follow-up examinations after five, 12 and 24 years.	The women had follow-up examinations in 1974-75, 1980-81 and 1992-93, but were not asked about stress again.
0	221038	221083	The Embraer jets are scheduled to be delivered by September 2006.	The Bombardier and Embraer aircraft will be delivered to U.S. Airways by September 2006.
1	1097577	1097664	Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come."	Ellison said that contrary to the contentions of PeopleSoft management, Oracle intends to "fully support PeopleSoft customers and products" for many years to come.
0	218017	218035	Application Intelligence will be included as part of the company's SmartDefense application, which is included with Firewall-1.	The new application intelligence features will be available June 3 and are included with the SmartDefense product, which comes with FireWall-1.
0	2277501	2277502	American Masters: Arthur Miller, Elia Kazan and the Blacklist: None Without Sin (Wed.	Note the subheading of this terrible parable in the "American Masters" series, "Arthur Miller, Elia Kazan and the Blacklist: None Without Sin."
1	423245	423228	The downtime, to take place in May and June, is expected to cut production by 60 million to 70 million board feet.	The downtime is expected to take 60 million to 70 million board feet out of the companys system.
1	1336931	1336883	On July 3, Troy is expected to be sentenced to life in prison without parole.	Troy faces life in prison without parole at his July 30 sentencing.
1	2208366	2208492	The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.	The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.
1	2405153	2405189	The processors were announced in San Jose at the Intel Developer Forum.	The new processor was unveiled at the Intel Developer Forum 2003 in San Jose, Calif.
0	3334905	3334946	The Justice Department filed suit Thursday against the state of Mississippi for failing to end what federal officials call "disturbing" abuse of juveniles and "unconscionable" conditions at two state-run facilities.	The Justice Department filed a civil rights lawsuit Thursday against the state of Mississippi, alleging abuse of juvenile offenders at two state-run facilities.
1	1641162	1641062	It said the damage to the wing provided a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.	The document says the damage to the wing provided a pathway for hot gases to penetrate Columbia's thermal armour during its fatal re-entry.
1	244062	243899	Also demonstrating box-office strength _ and getting seven Tony nominations _ was a potent revival of Eugene O'Neill's family drama, "Long Day's Journey Into Night."	Also demonstrating box-office strength -- and getting seven Tony nominations -- was a potent revival of Eugene ONeills family drama, Long Days Journey Into Night."
1	1439663	1439808	The top rate will go to 4.45 percent for all residents with taxable incomes above $500,000.	For residents with incomes above $500,000, the income-tax rate will increase to 4.45 percent.
1	2070455	2070493	But Secretary of State Colin Powell brushed off this possibility Wednesday.	Secretary of State Colin Powell last week ruled out a non-aggression treaty.
1	1996069	1996101	Thomas and Tauzin say, as do many doctors, that the Bush administration has the power to correct some of those flaws.	Like many doctors, Mr. Thomas and Mr. Tauzin say the Bush administration has the power to correct some of those flaws.
1	23807	23792	Based on experience elsewhere, it could take up to two years before regular elections are held, he added.	U.S. military officials have said it could take up to two years before regular elections are held, based on experiences elsewhere in the world.
1	3147370	3147525	The results appear in the January issue of Cancer, an American Cancer Society journal, being published online today.	The results appear in the January issue of Cancer, an American Cancer Society (news - web sites) journal, being published online Monday.
1	1211287	1210972	The first biotechnology treatment for asthma, the constriction of the airways that affects millions around the world, received approval from the US Food and Drug Administration yesterday.	The first biotechnology treatment for asthma, the constriction of the airways that affects millions of Americans, received approval from the U.S. Food and Drug Administration on Friday.
1	3300040	3299992	The delegates said raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations, bank accounts of terror-related organizations and money transfers.	Bin Laden’s men pointed out that raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations, bank accounts of terror-related organizations and money transfers.
1	2512758	2512692	FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations, U.S. officials said on Thursday.	A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations.
0	3183829	3183863	Kelly will begin meetings with Russian Deputy Foreign Minister Alexander Losyukov in Washington on Monday.	Russian Deputy Foreign Minister Alexander Losyukov said in Moscow Tuesday a firm date would be fixed by this months end.
1	3257588	3257537	The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, about 3km from the freeway.	Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway.
0	524136	524119	"Sanitation is poor... there could be typhoid and cholera," he said.	"Sanitation is poor, drinking water is generally left behind . . . there could be typhoid and cholera."
0	1321343	1321577	The Dow Jones Industrial Average ended down 128 points, or 1.4%, at 9073, while the Nasdaq fell 34 points, or 2.1%, to 1610.	In early trading, the Dow Jones industrial average was up 3.90, or 0.04 percent, at 9,113.75, having gained 36.90 on Tuesday.
1	2560856	2560808	PDC will also almost certainly fan the flames of speculation about Longhorn's release.	PDC will also almost certainly reignite speculation about release dates of Microsoft's new products.
1	2728434	2728420	Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted.	It also disclosed that sales -- a figure closely watched by analysts as a barometer of its health -- were significantly higher than industry experts expected.
1	3277643	3277659	NEC is pitching its wireless gear and management software to a variety of industries, including health care and hospitality.	NEC's pitching its wireless gear and management software to a variety of industries, including healthcare and hospitality, a company spokesman said.
1	2621134	2621174	Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.	ELENA Slough, considered to be the oldest person in the US and the third oldest person in the world, has died.
1	2529661	2529575	"We are declaring war on sexual harassment and sexual assault.	"We have declared war on sexual assault and sexual harassment," Rosa said.
0	953744	953727	The technology-laced Nasdaq Composite Index <.IXIC> added 1.92 points, or 0.12 percent, at 1,647.94.	The technology-laced Nasdaq Composite Index .IXIC dipped 0.08 of a point to 1,646.
0	1268733	1268445	The dollar was at 117.85 yen against the Japanese currency, up 0.1 percent.	Against the Swiss franc the dollar was at 1.3289 francs, up 0.5 percent on the day.
0	969512	969295	The broader Standard & Poor's 500 Index .SPX gave up 11.91 points, or 1.19 percent, at 986.60.	The technology-laced Nasdaq Composite Index was down 25.36 points, or 1.53 percent, at 1,628.26.
1	304482	304430	El Watan, an Algerian newspaper, reported that the kidnappers fiercely resisted the army assault this morning, firing Kalashnikov rifles.	El Watan, an Algerian newspaper, reported that the kidnappers put up fierce resistance during the army assault, firing Kalashnikov rifles.
0	472952	472535	But Mitsubishi Tokyo Financial (JP:8306: news, chart, profile) declined 3,000 yen, or 0.65 percent, to 456,000 yen.	Sumitomo Mitsui Financial (JP:8316: news, chart, profile) was down 2.5 percent at 198,000 yen.
0	3119349	3119343	"We're just dealing with bragging rights here, who wins and who loses."	"Leaving aside attorney fees, we're dealing with bragging rights of who wins and who loses," said Gammerman.
1	224868	225233	Shares of Hartford rose $2.88 to $46.50 in New York Stock Exchange composite trading.	Shares of Hartford were up $2.28, or 5.2 percent, to $45.90 in midday trading.
0	2678208	2678191	This Palm OS smart phone is the last product the company will release before it becomes a part of palmOne.	This was almost certainly its last full quarter before the company becomes a part of Palm.
0	1177915	1178039	And they think the protein probably is involved in the spread of other forms of cancer.	They researchers say the research could be relevant to other forms of cancer.
1	129193	129302	Tokyo Electric Power Co., Asia's largest power company, won approval to restart the first of 17 nuclear reactors it shut down after it admitted falsifying inspection reports.	Tokyo Electric Power Co., Asia's largest power company, restarted the first of 17 nuclear reactors it shut down after admitting it falsified inspection reports.
1	2843951	2843930	Tuition at four-year private colleges averaged $19,710 this year, up 6 percent from 2002.	For the current academic year, tuition at public colleges averaged $4,694, up almost $600 from the year before.
0	1849508	1849367	Security lights have also been installed and police have swept the grounds for booby traps.	Security lights have also been installed on a barn near the front gate.
1	1685339	1685429	The only announced Republican to replace Davis is Rep. Darrell Issa of Vista, who has spent $1.71 million of his own money to force a recall.	So far the only declared major party candidate is Rep. Darrell Issa, a Republican who has spent $1.5 million of his own money to fund the recall.
1	2624848	2624568	He said that with the U.S.-backed peace plan, or road map, “in a coma,” the attack could easily widen conflict through the region.	Mr Jouejati said that with the US-backed road map "in a coma" the attack could easily widen through the region.
1	2293340	2293455	A successful attack could be launched within any type of document that supports VBA, including Microsoft Word, Excel or PowerPoint.	But this could happen with any document format that supports VBA, including Word, Excel or PowerPoint.
1	2750203	2750153	Officials at Brandeis said this was an "extremely heartrending" time for the campus.	"This is an extremely heartrending time for the entire Brandeis University community.
0	2622625	2622698	"If that ain't a Democrat, I must be at the wrong meeting," he said.	And if that ain't a Democrat, then I must be in the wrong meeting," he said to thunderous applause from his supporters.
1	1946553	1946598	Fewer than a dozen FBI agents were dispatched to secure and analyze evidence.	Fewer than a dozen FBI agents will be sent to Iraq to secure and analyze evidence of the bombing.
1	2216702	2216672	Those who only had surgery lived an average of 46 months.	For those who got surgery alone, median survival was 41 months.
1	742090	742015	Tonight a spokesman for Russia's foreign ministry said the ministry may issue a statement on Thursday clarifying Russia's position on cooperation with Iran's nuclear-energy efforts.	Tonight a spokesman for the Russian Foreign Ministry said it might issue a statement on Thursday clarifying Russia's position on aiding Iran's nuclear-energy efforts.
1	1795859	1795818	A day earlier, a committee appointed by reformist President Mohammad Khatami called for an independent judicial inquiry into Kazemi's death.	A day earlier, a committee appointed by President Mohammad Khatami had called for an independent inquiry into the 54-year-old photojournalist's death.
1	2592956	2592914	The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.	The suite includes a word processor, spreadsheet, presentation application (analogous to PowerPoint), and other components -- all built around the XML file format.
1	2845442	2845257	Downstream at Mount Vernon, the Skagit River was expected to crest at 36 feet -- 8 feet above flood stage -- tonight, Burke said.	The Skagit was expected to crest during the night at 38 feet at Mount Vernon, 10 feet above flood stage, the National Weather Service said.
0	2305958	2306072	The blue-chip Dow Jones industrial average eased 44 points, or 0.47 percent, to 9,543, after scoring five consecutive up sessions.	The Dow Jones industrial average .DJI rose 18.25 points, or 0.19 percent, to 9,586.71.
0	2156094	2155607	The Nasdaq composite index inched up 1.28, or 0.1 percent, to 1,766.60, following a weekly win of 3.7 percent.	The technology-laced Nasdaq Composite Index .IXIC was off 24.44 points, or 1.39 percent, at 1,739.87.
1	758342	758501	Physicians who violate the ban would be subject to fines and up to two years in prison.	Physicians who perform the procedure would face up to two years in prison, under the bill.
0	869467	869240	Standard & Poor's 500 stock index futures declined 4.40 points to 983.50, while Nasdaq futures fell 6.5 points to 1,206.50.	The Standard & Poor's 500 Index was up 1.75 points, or 0.18 percent, to 977.68.
1	1465425	1464865	For example, Anhalt said, children typically treat a 20-ounce soda bottle as one serving, although it actually contains 2 ½ 8-ounce servings.	Anhalt said children typically treat a 20-ounce soda bottle as one serving, while it actually contains 2.5.
0	223008	222987	The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent.	The yield fell 2 basis points to 1.41 percent, after reaching 1.4 percent on May 8, the lowest since March 12.
1	1168132	1167672	Kline's opinion dealt specifically with abortion providers, but it also would apply to doctors providing other services, such as prenatal care, to a pregnant child under 16.	Kline's opinion dealt specifically with abortion providers, but later his office said it also would apply to doctors providing services such as prenatal care to pregnant girls under 16.
1	1634651	1634798	The United Nations' International Atomic Energy Agency asked for information on the allegation after the dossier was published, but Britain did not provide any, U.N. officials said.	The International Atomic Energy Agency asked for information on the uranium assertions after London's dossier was published, but Britain did not provide any, U.N. officials said.
1	2189818	2189911	Sixteen days later, as superheated air from the shuttle's reentry rushed into the damaged wing, "there was no possibility for crew survival," the board said.	Sixteen days later, as superheated air from the shuttle’s re-entry rushed into the damaged wing, ‘‘there was no possibility for crew survival,’’ the board said.
1	995311	995560	"The free world and those who love freedom and peace must deal harshly with Hamas and the killers," he told reporters as he emerged from a church service.	"It is clear that the free world, those who love freedom and peace, must deal harshly with Hamas and the killers," he said.
0	554534	554959	The pressure will intensify today, with national coverage of the final round planned by ESPN and words that are even more difficult.	The pressure may well rise today, with national coverage of the final round planned by ESPN, the cable sports network.
1	14874	14831	Powell fired back: "He's accusing the president of a ludicrous act," he said.	If so, Powell said, he's calling the president ludicrous, too.
1	1967578	1967664	The decision to issue new guidance has been prompted by intelligence passed to Britain by the FBI in a secret briefing in late July.	Scotland Yard's decision to issue new guidance has been prompted by new intelligence passed to Britain by the FBI in late July.
1	317570	317290	The memo on protecting sales of Windows and other desktop software mentioned Linux, a still small but emerging software competitor that is not owned by any specific company.	The memo specifically mentioned Linux, a still small but emerging software competitor that is not owned by any specific company.
1	2047034	2046820	Unable to find a home for him, a judge told mental health authorities they needed to find supervised housing and treatment for DeVries somewhere in California.	The judge had told the state Department of Mental Health to find supervised housing and treatment for DeVries somewhere in California.
1	84518	84541	Also Tuesday, the United States also released more Iraqi prisoners of war, and officials announced that all would soon be let go.	Meanwhile in southern Iraq, the United States released more Iraqi prisoners of war, and officials announced that all would be let go soon.
1	2046630	2046644	The decision came a year after Whipple ended federal oversight of the district's racial balance, facilities, budget, and busing.	The decision came a year after Whipple ended federal oversight of school busing as well as the district's racial balance, facilities and budget.
0	706709	706766	The resulting lists led toa CBS special, AFI's 100 Years . . . 100 Heroes & Villains, hosted by Arnold Schwarzenegger.	A prime-time special on the list, "AFI's 100 Years . . . 100 Heroes & Villains" aired Tuesday on CBS.
0	2086071	2086118	Police warned residents on Friday not to travel alone and to avoid convenience stores and service stations stores at night.	Police advised residents Friday not to travel alone to convenience stores and to be watchful.
1	2521336	2521360	"We had nothing to do with @Stake's internal personnel decision," Microsoft spokesman Sean Sundwell said.	"Microsoft had absolutely nothing to do with AtStake's internal personnel decision," Sundwall said.
1	3264615	3264641	Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.	Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time that real anthrax attacks were killing people in 2001.
1	262374	262921	His plan would cost more than $200 billion annually, which Gephardt would pay for by repealing Bush's tax cuts.	His plan would cost over $200 billion annually and be paid for by repealing Bush's tax cuts.
1	2939925	2939981	There had been fears that the 35 year-old wouldn't be able to conceive after suffering two ectopic pregnancies and cancer of the uterus.	There were fears that Heather would never have children after suffering two ectopic pregnancies and cancer of the uterus.
0	2810464	2810247	On Friday, the Food and Drug Administration approved the use of silicone breast implants with conditions.	The drug was approved for use Friday by the Food and Drug Administration.
1	2031076	2031038	Prosecutors said Paracha, if convicted, could face at least 17 years in prison.	Paracha faces at least 17 years in prison if convicted.
1	27639	27668	More than half of the songs were purchased as albums, Apple said.	Apple noted that half the songs were purchased as part of albums.
0	143800	143664	The ECB has cut interest rates six times over that period, from 4.75 percent in October 2000 to 2.5 percent.	The ECB has cut rates from 4.75 percent in October 2000 to 2.5 percent in that period.
1	1909408	1909429	"This deal makes sense for both companies," Halla said in a prepared statement.	Brian Halla, CEO of NatSemi, claimed the deal made sense for both companies.
1	3034583	3034604	Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants, said Pinal County Sheriff Roger Vanderpool.	People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants, said Pinal County Sheriff Roger Vanderpool.
1	1257820	1257777	Tyco later said the loan had not been forgiven, and Swartz repaid it in full, with interest, according to his lawyer, Charles Stillman.	Tyco has said the loan was not forgiven, but that Swartz fully repaid it with interest, according to his lawyer, Charles Stillman.
0	2221603	2221633	In midafternoon trading, the Nasdaq composite index was up 8.34, or 0.5 percent, to 1,790.47.	The Nasdaq Composite Index .IXIC dipped 8.59 points, or 0.48 percent, to 1,773.54.
1	2706551	2706185	While Bolton apparently fell and was immobilized, Selenski used the mattress to scale a 10-foot, razor-wire fence, Fischi said.	After the other inmate fell, Selenski used the mattress to scale a 10-foot, razor-wire fence, Fischi said.
0	2975580	2975607	The loonie, meanwhile, continued to slip in early trading Friday.	The loonie, meanwhile, was on the rise again early Thursday.
1	813945	813925	Ms. Haque, meanwhile, was on her turquoise cellphone with the smiley faces organizing the prom.	Fatima, meanwhile, was on her turquoise cell phone organizing the prom.
1	2851677	2851855	But he added that the New York-based actor and producer is "a private person and doesn't care to have his treatment out for public consumption."	But he added that De Niro is "a private person and doesn't care to have his treatment out for public consumption."
1	895812	895754	While a month's supply of aspirin can cost less than $10, the equivalent amount of ticlopidine can run significantly more than $100.	While a month's supply of aspirin can cost under $10, the equivalent amount of ticlopidine can run well over $100.
1	2534473	2534504	She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.	She said it would take an estimated three months to conduct and require the cancellation of a sub-audit of the Department of Environmental Quality.
0	1487731	1487197	Arison said Mann may have been one of the pioneers of the world music movement and he had a deep love of Brazilian music.	Arison said Mann was a pioneer of the world music movement -- well before the term was coined -- and he had a deep love of Brazilian music.
1	3285348	3285324	The virus kills roughly 36,000 people in an average year, according to the U.S. Centers for Disease Control and Prevention.	Complications from flu kill roughly 36,000 Americans in an average year, according to the U.S. Centers for Disease Control and Prevention.
1	424071	424093	In two new schemes, people posing as IRS representatives target families of armed forces members and e-mail users.	Two new schemes target families of those serving in the military and e-mail users.
0	1677100	1677041	Wim Wenders directed a widely praised film of the same name, based on the sessions.	A widely praised film of the same name was directed by Wim Wenders.
1	2404345	2404222	Miss Novikova said while there is no standard weight for ballerinas, Miss Volochkova is 'bigger than others'.	Commenting on the firing today, Ms. Novikova said that there was no standard weight for ballerinas but that Ms. Volochkova "is bigger than others."
