classifier_prob	classifier_judgement	true_label	sentence_1	sentence_2	#1 ID	#2 ID
0.2387000322341919	0	1	But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.	Tropical storm warnings were in place Thursday for Jamaica and Haiti and watches for the western Dominican Republic, the southeastern Bahamas and the Turks and Caicos islands.	3270389	3270327
0.5539233684539795	1	1	A federal magistrate in Fort Lauderdale ordered him held without bail.	Zuccarini was ordered held without bail Wednesday by a federal judge in Fort Lauderdale, Fla.	2294059	2294112
0.6543624997138977	1	0	A BMI of 25 or above is considered overweight; 30 or above is considered obese.	A BMI between 18.5 and 24.9 is considered normal, over 25 is considered overweight and 30 or greater is defined as obese.	1713015	1712982
0.4106995761394501	0	0	The dollar was at 116.92 yen against the yen , flat on the session, and at 1.2891 against the Swiss franc , also flat.	The dollar was at 116.78 yen JPY= , virtually flat on the session, and at 1.2871 against the Swiss franc CHF= , down 0.1 percent.	487993	487952
0.8923034071922302	1	1	Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.	But six months ago, the two sides managed to strike a $6.8-billion debt rollover deal, which expires in August.	1321918	1321644
0.5288951396942139	1	1	Inhibited children tend to be timid with new people, objects, and situations, while uninhibited children spontaneously approach them.	Simply put, shy invividuals tend to be more timid with new people and situations.	1239046	1239031
0.7211882472038269	1	1	I wanted to bring the most beautiful people into the most beautiful building, he said Sunday inside the Grand Central concourse.	"I wanted to bring the most beautiful people into the most beautiful building," Tunick said Sunday.	2907515	2907224
0.35913336277008057	0	0	The broad Standard & Poor's 500 <.SPX> fell 10.75 points, or 1.02 percent, to 1,039.32.	The S&P 500 index was up 1.26, or 0.1 percent, to 1,039.32 after sinking 10.75 yesterday.	2791650	2791604
0.3230217397212982	0	0	Duque will return to Earth Oct. 27 with the station's current crew, U.S. astronaut Ed Lu and Russian cosmonaut Yuri Malenchenko.	Currently living onboard the space station are American astronaut Ed Lu and Russian cosmonaut Yuri Malenchenko.	2559762	2559517
0.5374062061309814	1	1	Singapore is already the United States' 12th-largest trading partner, with two-way trade totaling more than $34 billion.	Although a small city-state, Singapore is the 12th-largest trading partner of the United States, with trade volume of $33.4 billion last year.	105493	105432
0.7906344532966614	1	1	The AFL-CIO is waiting until October to decide if it will endorse a candidate.	The AFL-CIO announced Wednesday that it will decide in October whether to endorse a candidate before the primaries.	1989515	1989458
0.62662672996521	1	0	No dates have been set for the civil or the criminal trial.	No dates have been set for the criminal or civil cases, but Shanley has pleaded not guilty.	1783137	1782659
0.6367804408073425	1	1	The largest gains were seen in prices, new orders, inventories and exports.	Sub-indexes measuring prices, new orders, inventories and exports increased.	14663	14617
0.544590175151825	1	1	Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.	The New York Stock Exchange suspended trading yesterday in Loral, which closed at $3.01 Friday.	1692902	1692851
0.3109844923019409	0	0	Earnings per share from recurring operations will be 13 cents to 14 cents.	That beat the company's April earnings forecast of 8 to 9 cents a share.	1480561	1480670
0.5457113981246948	1	1	He plans to have dinner with troops at Kosovo's U.S. military headquarters, Camp Bondsteel.	After that, he plans to have dinner at Camp Bondsteel with U.S. troops stationed there.	3089434	3089441
1.0044360160827637	1	1	Retailers J.C. Penney Co. Inc. (JCP) and Walgreen Co. (WAG) kick things off on Monday.	Retailers J.C. Penney Co. Inc. JCP.N and Walgreen Co. WAG.N kick things off on Monday.	2538111	2538021
0.7698047757148743	1	1	Prosecutors filed a motion informing Lee they intend to seek the death penalty.	He added that prosecutors will seek the death penalty.	1341941	1341915
0.9540504217147827	1	1	Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.	Last year, the court ruled 5-4 in an Ohio case that government vouchers are constitutional if they provide parents with choices among a range of religious and secular schools.	374967	375017
0.5414048433303833	1	0	He beat testicular cancer that had spread to his lungs and brain.	Armstrong, 31, battled testicular cancer that spread to his brain.	2321401	2321455
0.8584367632865906	1	1	Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.	Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury.	1356545	1356676
0.40057751536369324	0	0	Graves reported from Albuquerque, Villafranca from Austin and Ratcliffe from Laredo.	Pete Slover reported from Laredo and Gromer Jeffers from Albuquerque.	2198036	2198094
0.577912449836731	1	1	The US chip market is expected to decline 2.1 percent this year, then grow 15.7 percent in 2004.	The Americas market will decline 2.1 percent to $30.6 billion in 2003, and then grow 15.7 percent to $35.4 billion in 2004.	921159	921272
0.9667345881462097	1	1	The group will be headed by State Department official John S. Wolf, who has served in Australia, Vietnam, Greece and Pakistan.	The group will be headed by John S. Wolf, an assistant secretary of state who has served in Australia, Vietnam, Greece and Pakistan.	740726	739960
0.2566044330596924	0	0	The commission must work out the plan's details, but the average residential customer paying $840 a year would get a savings of about $30 annually.	An average residential customer paying $840 a year for electricity could see a savings of $30 annually.	284798	284937
0.7177042961120605	1	1	The company has said it plans to restate its earnings for 2000 through 2002.	The company had announced in January that it would have to restate earnings for 2002, 2001 and perhaps 2000.	1041293	1041421
0.7497987747192383	1	1	Results from No. 2 U.S. soft drink maker PepsiCo Inc. PEP.N were likely to be in the spotlight.	Results from No. 2 U.S. soft drink maker PepsiCo Inc. (nyse: PEP - news - people) were likely to be in the spotlight.	2630545	2630577
1.0128248929977417	1	1	"The result is an overall package that will provide significant economic growth for our employees over the next four years."	"The result is an overall package that will provide a significant economic growth for our employees over the next few years," he said.	1014977	1014962
0.3479652404785156	0	1	Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.	It has also said it would review all of its domestic employees more than 1 million to ensure they have legal status.	3039165	3039036
0.7793630957603455	1	1	The songs are on offer for 99 cents each, or $9.99 for an album.	The company will offer songs for 99 cents and albums for $9.95.	2674986	2674800
1.0769531726837158	1	1	However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.	The talk, however,has been downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow-accretive.	2193346	2193362
0.7354883551597595	1	1	Comcast Class A shares were up 8 cents at $30.50 in morning trading on the Nasdaq Stock Market.	The stock rose 48 cents to $30 yesterday in Nasdaq Stock Market trading.	149798	149596
0.6982266902923584	1	0	While dioxin levels in the environment were up last year, they have dropped by 75 percent since the 1970s, said Caswell.	The Institute said dioxin levels in the environment have fallen by as much as 76 percent since the 1970s.	1490811	1490840
0.6954925656318665	1	1	This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.	IBM said the Rational products were also integrated with Rational PurifyPlus, which allows developers to work in Java, Visual C# and VisualBasic .Net.	426112	426210
0.9085837006568909	1	1	The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president’s appearance.	The plant plans to shut down its first shift and parts of the second shift Monday to accommodate the president's appearance, Crosby said.	213302	213135
0.6359940767288208	1	0	A former teammate, Carlton Dotson, has been charged with the murder.	His body was found July 25, and former teammate Carlton Dotson has been charged in his shooting death.	1963350	1963106
0.6220430731773376	1	1	Several of the questions asked by the audience in the fast-paced forum were new to the candidates.	Several of the audience questions were new to the candidates as well.	3035675	3035707
0.6476214528083801	1	1	Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.	The global death toll from SARS was at least 767, with more than 8,300 people sickened since the virus first appeared in southern China in November.	622300	622384
0.4049435257911682	0	0	The battles marked day four of a U.S. sweep to hunt down supporters of Saddam Hussein's fallen regime.	Twenty-seven Iraqis were killed, pushing the number of opposition deaths to about 100 in a U.S. operation to hunt down supporters of Saddam Hussein's fallen regime.	962311	962987
0.399212121963501	0	0	The women then had follow-up examinations after five, 12 and 24 years.	The women had follow-up examinations in 1974-75, 1980-81 and 1992-93, but were not asked about stress again.	2506257	2506206
0.8112066388130188	1	0	The Embraer jets are scheduled to be delivered by September 2006.	The Bombardier and Embraer aircraft will be delivered to U.S. Airways by September 2006.	221038	221083
1.0540833473205566	1	1	Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come."	Ellison said that contrary to the contentions of PeopleSoft management, Oracle intends to "fully support PeopleSoft customers and products" for many years to come.	1097577	1097664
0.8019015192985535	1	0	Application Intelligence will be included as part of the company's SmartDefense application, which is included with Firewall-1.	The new application intelligence features will be available June 3 and are included with the SmartDefense product, which comes with FireWall-1.	218017	218035
0.09199818968772888	0	0	American Masters: Arthur Miller, Elia Kazan and the Blacklist: None Without Sin (Wed.	Note the subheading of this terrible parable in the "American Masters" series, "Arthur Miller, Elia Kazan and the Blacklist: None Without Sin."	2277501	2277502
0.507031261920929	1	1	The downtime, to take place in May and June, is expected to cut production by 60 million to 70 million board feet.	The downtime is expected to take 60 million to 70 million board feet out of the companys system.	423245	423228
0.7714846730232239	1	1	On July 3, Troy is expected to be sentenced to life in prison without parole.	Troy faces life in prison without parole at his July 30 sentencing.	1336931	1336883
0.7338088154792786	1	1	The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.	The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.	2208366	2208492
0.8229591250419617	1	1	The processors were announced in San Jose at the Intel Developer Forum.	The new processor was unveiled at the Intel Developer Forum 2003 in San Jose, Calif.	2405153	2405189
0.7151318788528442	1	0	The Justice Department filed suit Thursday against the state of Mississippi for failing to end what federal officials call "disturbing" abuse of juveniles and "unconscionable" conditions at two state-run facilities.	The Justice Department filed a civil rights lawsuit Thursday against the state of Mississippi, alleging abuse of juvenile offenders at two state-run facilities.	3334905	3334946
0.891420304775238	1	1	It said the damage to the wing provided a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.	The document says the damage to the wing provided a pathway for hot gases to penetrate Columbia's thermal armour during its fatal re-entry.	1641162	1641062
0.9381449818611145	1	1	Also demonstrating box-office strength _ and getting seven Tony nominations _ was a potent revival of Eugene O'Neill's family drama, "Long Day's Journey Into Night."	Also demonstrating box-office strength -- and getting seven Tony nominations -- was a potent revival of Eugene ONeills family drama, Long Days Journey Into Night."	244062	243899
0.5573461651802063	1	1	The top rate will go to 4.45 percent for all residents with taxable incomes above $500,000.	For residents with incomes above $500,000, the income-tax rate will increase to 4.45 percent.	1439663	1439808
0.44910240173339844	0	1	But Secretary of State Colin Powell brushed off this possibility Wednesday.	Secretary of State Colin Powell last week ruled out a non-aggression treaty.	2070455	2070493
0.9523981809616089	1	1	Thomas and Tauzin say, as do many doctors, that the Bush administration has the power to correct some of those flaws.	Like many doctors, Mr. Thomas and Mr. Tauzin say the Bush administration has the power to correct some of those flaws.	1996069	1996101
0.7985754013061523	1	1	Based on experience elsewhere, it could take up to two years before regular elections are held, he added.	U.S. military officials have said it could take up to two years before regular elections are held, based on experiences elsewhere in the world.	23807	23792
0.9718295335769653	1	1	The results appear in the January issue of Cancer, an American Cancer Society journal, being published online today.	The results appear in the January issue of Cancer, an American Cancer Society (news - web sites) journal, being published online Monday.	3147370	3147525
1.1431061029434204	1	1	The first biotechnology treatment for asthma, the constriction of the airways that affects millions around the world, received approval from the US Food and Drug Administration yesterday.	The first biotechnology treatment for asthma, the constriction of the airways that affects millions of Americans, received approval from the U.S. Food and Drug Administration on Friday.	1211287	1210972
0.9636338353157043	1	1	The delegates said raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations, bank accounts of terror-related organizations and money transfers.	Bin Laden’s men pointed out that raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations, bank accounts of terror-related organizations and money transfers.	3300040	3299992
0.9063961505889893	1	1	FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations, U.S. officials said on Thursday.	A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations.	2512758	2512692
0.509211540222168	1	0	Kelly will begin meetings with Russian Deputy Foreign Minister Alexander Losyukov in Washington on Monday.	Russian Deputy Foreign Minister Alexander Losyukov said in Moscow Tuesday a firm date would be fixed by this months end.	3183829	3183863
0.8916308283805847	1	1	The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, about 3km from the freeway.	Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway.	3257588	3257537
0.7246106266975403	1	0	"Sanitation is poor... there could be typhoid and cholera," he said.	"Sanitation is poor, drinking water is generally left behind . . . there could be typhoid and cholera."	524136	524119
0.14071908593177795	0	0	The Dow Jones Industrial Average ended down 128 points, or 1.4%, at 9073, while the Nasdaq fell 34 points, or 2.1%, to 1610.	In early trading, the Dow Jones industrial average was up 3.90, or 0.04 percent, at 9,113.75, having gained 36.90 on Tuesday.	1321343	1321577
0.6369147896766663	1	1	PDC will also almost certainly fan the flames of speculation about Longhorn's release.	PDC will also almost certainly reignite speculation about release dates of Microsoft's new products.	2560856	2560808
0.6828079223632812	1	1	Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted.	It also disclosed that sales -- a figure closely watched by analysts as a barometer of its health -- were significantly higher than industry experts expected.	2728434	2728420
0.9494276642799377	1	1	NEC is pitching its wireless gear and management software to a variety of industries, including health care and hospitality.	NEC's pitching its wireless gear and management software to a variety of industries, including healthcare and hospitality, a company spokesman said.	3277643	3277659
0.6203358173370361	1	1	Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.	ELENA Slough, considered to be the oldest person in the US and the third oldest person in the world, has died.	2621134	2621174
0.8680933713912964	1	1	"We are declaring war on sexual harassment and sexual assault.	"We have declared war on sexual assault and sexual harassment," Rosa said.	2529661	2529575
0.33419132232666016	0	0	The technology-laced Nasdaq Composite Index <.IXIC> added 1.92 points, or 0.12 percent, at 1,647.94.	The technology-laced Nasdaq Composite Index .IXIC dipped 0.08 of a point to 1,646.	953744	953727
0.3052898347377777	0	0	The dollar was at 117.85 yen against the Japanese currency, up 0.1 percent.	Against the Swiss franc the dollar was at 1.3289 francs, up 0.5 percent on the day.	1268733	1268445
0.029601428657770157	0	0	The broader Standard & Poor's 500 Index .SPX gave up 11.91 points, or 1.19 percent, at 986.60.	The technology-laced Nasdaq Composite Index was down 25.36 points, or 1.53 percent, at 1,628.26.	969512	969295
0.7143864035606384	1	1	El Watan, an Algerian newspaper, reported that the kidnappers fiercely resisted the army assault this morning, firing Kalashnikov rifles.	El Watan, an Algerian newspaper, reported that the kidnappers put up fierce resistance during the army assault, firing Kalashnikov rifles.	304482	304430
0.3901393711566925	0	0	But Mitsubishi Tokyo Financial (JP:8306: news, chart, profile) declined 3,000 yen, or 0.65 percent, to 456,000 yen.	Sumitomo Mitsui Financial (JP:8316: news, chart, profile) was down 2.5 percent at 198,000 yen.	472952	472535
0.6541900038719177	1	0	"We're just dealing with bragging rights here, who wins and who loses."	"Leaving aside attorney fees, we're dealing with bragging rights of who wins and who loses," said Gammerman.	3119349	3119343
0.4538421034812927	0	1	Shares of Hartford rose $2.88 to $46.50 in New York Stock Exchange composite trading.	Shares of Hartford were up $2.28, or 5.2 percent, to $45.90 in midday trading.	224868	225233
0.4614773988723755	0	0	This Palm OS smart phone is the last product the company will release before it becomes a part of palmOne.	This was almost certainly its last full quarter before the company becomes a part of Palm.	2678208	2678191
0.7660254240036011	1	0	And they think the protein probably is involved in the spread of other forms of cancer.	They researchers say the research could be relevant to other forms of cancer.	1177915	1178039
0.7396755814552307	1	1	Tokyo Electric Power Co., Asia's largest power company, won approval to restart the first of 17 nuclear reactors it shut down after it admitted falsifying inspection reports.	Tokyo Electric Power Co., Asia's largest power company, restarted the first of 17 nuclear reactors it shut down after admitting it falsified inspection reports.	129193	129302
0.48126232624053955	0	1	Tuition at four-year private colleges averaged $19,710 this year, up 6 percent from 2002.	For the current academic year, tuition at public colleges averaged $4,694, up almost $600 from the year before.	2843951	2843930
0.6314433813095093	1	0	Security lights have also been installed and police have swept the grounds for booby traps.	Security lights have also been installed on a barn near the front gate.	1849508	1849367
0.7083927989006042	1	1	The only announced Republican to replace Davis is Rep. Darrell Issa of Vista, who has spent $1.71 million of his own money to force a recall.	So far the only declared major party candidate is Rep. Darrell Issa, a Republican who has spent $1.5 million of his own money to fund the recall.	1685339	1685429
0.7516922354698181	1	1	He said that with the U.S.-backed peace plan, or road map, “in a coma,” the attack could easily widen conflict through the region.	Mr Jouejati said that with the US-backed road map "in a coma" the attack could easily widen through the region.	2624848	2624568
0.6428772807121277	1	1	A successful attack could be launched within any type of document that supports VBA, including Microsoft Word, Excel or PowerPoint.	But this could happen with any document format that supports VBA, including Word, Excel or PowerPoint.	2293340	2293455
0.7666196227073669	1	1	Officials at Brandeis said this was an "extremely heartrending" time for the campus.	"This is an extremely heartrending time for the entire Brandeis University community.	2750203	2750153
0.5833380222320557	1	0	"If that ain't a Democrat, I must be at the wrong meeting," he said.	And if that ain't a Democrat, then I must be in the wrong meeting," he said to thunderous applause from his supporters.	2622625	2622698
0.6119874119758606	1	1	Fewer than a dozen FBI agents were dispatched to secure and analyze evidence.	Fewer than a dozen FBI agents will be sent to Iraq to secure and analyze evidence of the bombing.	1946553	1946598
0.7240275740623474	1	1	Those who only had surgery lived an average of 46 months.	For those who got surgery alone, median survival was 41 months.	2216702	2216672
1.0130590200424194	1	1	Tonight a spokesman for Russia's foreign ministry said the ministry may issue a statement on Thursday clarifying Russia's position on cooperation with Iran's nuclear-energy efforts.	Tonight a spokesman for the Russian Foreign Ministry said it might issue a statement on Thursday clarifying Russia's position on aiding Iran's nuclear-energy efforts.	742090	742015
0.6718916296958923	1	1	A day earlier, a committee appointed by reformist President Mohammad Khatami called for an independent judicial inquiry into Kazemi's death.	A day earlier, a committee appointed by President Mohammad Khatami had called for an independent inquiry into the 54-year-old photojournalist's death.	1795859	1795818
0.6695216298103333	1	1	The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format.	The suite includes a word processor, spreadsheet, presentation application (analogous to PowerPoint), and other components -- all built around the XML file format.	2592956	2592914
0.592322587966919	1	1	Downstream at Mount Vernon, the Skagit River was expected to crest at 36 feet -- 8 feet above flood stage -- tonight, Burke said.	The Skagit was expected to crest during the night at 38 feet at Mount Vernon, 10 feet above flood stage, the National Weather Service said.	2845442	2845257
0.2857855558395386	0	0	The blue-chip Dow Jones industrial average eased 44 points, or 0.47 percent, to 9,543, after scoring five consecutive up sessions.	The Dow Jones industrial average .DJI rose 18.25 points, or 0.19 percent, to 9,586.71.	2305958	2306072
0.2147388458251953	0	0	The Nasdaq composite index inched up 1.28, or 0.1 percent, to 1,766.60, following a weekly win of 3.7 percent.	The technology-laced Nasdaq Composite Index .IXIC was off 24.44 points, or 1.39 percent, at 1,739.87.	2156094	2155607
0.5610954165458679	1	1	Physicians who violate the ban would be subject to fines and up to two years in prison.	Physicians who perform the procedure would face up to two years in prison, under the bill.	758342	758501
0.19416487216949463	0	0	Standard & Poor's 500 stock index futures declined 4.40 points to 983.50, while Nasdaq futures fell 6.5 points to 1,206.50.	The Standard & Poor's 500 Index was up 1.75 points, or 0.18 percent, to 977.68.	869467	869240
0.9446050524711609	1	1	For example, Anhalt said, children typically treat a 20-ounce soda bottle as one serving, although it actually contains 2 ½ 8-ounce servings.	Anhalt said children typically treat a 20-ounce soda bottle as one serving, while it actually contains 2.5.	1465425	1464865
0.09434592723846436	0	0	The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent.	The yield fell 2 basis points to 1.41 percent, after reaching 1.4 percent on May 8, the lowest since March 12.	223008	222987
0.8992013335227966	1	1	Kline's opinion dealt specifically with abortion providers, but it also would apply to doctors providing other services, such as prenatal care, to a pregnant child under 16.	Kline's opinion dealt specifically with abortion providers, but later his office said it also would apply to doctors providing services such as prenatal care to pregnant girls under 16.	1168132	1167672
1.006614327430725	1	1	The United Nations' International Atomic Energy Agency asked for information on the allegation after the dossier was published, but Britain did not provide any, U.N. officials said.	The International Atomic Energy Agency asked for information on the uranium assertions after London's dossier was published, but Britain did not provide any, U.N. officials said.	1634651	1634798
1.3191161155700684	1	1	Sixteen days later, as superheated air from the shuttle's reentry rushed into the damaged wing, "there was no possibility for crew survival," the board said.	Sixteen days later, as superheated air from the shuttle’s re-entry rushed into the damaged wing, ‘‘there was no possibility for crew survival,’’ the board said.	2189818	2189911
0.917232096195221	1	1	"The free world and those who love freedom and peace must deal harshly with Hamas and the killers," he told reporters as he emerged from a church service.	"It is clear that the free world, those who love freedom and peace, must deal harshly with Hamas and the killers," he said.	995311	995560
0.6170471906661987	1	0	The pressure will intensify today, with national coverage of the final round planned by ESPN and words that are even more difficult.	The pressure may well rise today, with national coverage of the final round planned by ESPN, the cable sports network.	554534	554959
0.586860716342926	1	1	Powell fired back: "He's accusing the president of a ludicrous act," he said.	If so, Powell said, he's calling the president ludicrous, too.	14874	14831
0.9628538489341736	1	1	The decision to issue new guidance has been prompted by intelligence passed to Britain by the FBI in a secret briefing in late July.	Scotland Yard's decision to issue new guidance has been prompted by new intelligence passed to Britain by the FBI in late July.	1967578	1967664
0.8332344889640808	1	1	The memo on protecting sales of Windows and other desktop software mentioned Linux, a still small but emerging software competitor that is not owned by any specific company.	The memo specifically mentioned Linux, a still small but emerging software competitor that is not owned by any specific company.	317570	317290
0.5152860283851624	1	1	Unable to find a home for him, a judge told mental health authorities they needed to find supervised housing and treatment for DeVries somewhere in California.	The judge had told the state Department of Mental Health to find supervised housing and treatment for DeVries somewhere in California.	2047034	2046820
0.7287636995315552	1	1	Also Tuesday, the United States also released more Iraqi prisoners of war, and officials announced that all would soon be let go.	Meanwhile in southern Iraq, the United States released more Iraqi prisoners of war, and officials announced that all would be let go soon.	84518	84541
0.9626488089561462	1	1	The decision came a year after Whipple ended federal oversight of the district's racial balance, facilities, budget, and busing.	The decision came a year after Whipple ended federal oversight of school busing as well as the district's racial balance, facilities and budget.	2046630	2046644
0.5555576086044312	1	0	The resulting lists led toa CBS special, AFI's 100 Years . . . 100 Heroes & Villains, hosted by Arnold Schwarzenegger.	A prime-time special on the list, "AFI's 100 Years . . . 100 Heroes & Villains" aired Tuesday on CBS.	706709	706766
0.5559132099151611	1	0	Police warned residents on Friday not to travel alone and to avoid convenience stores and service stations stores at night.	Police advised residents Friday not to travel alone to convenience stores and to be watchful.	2086071	2086118
0.6813993453979492	1	1	"We had nothing to do with @Stake's internal personnel decision," Microsoft spokesman Sean Sundwell said.	"Microsoft had absolutely nothing to do with AtStake's internal personnel decision," Sundwall said.	2521336	2521360
0.8960180878639221	1	1	Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.	Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time that real anthrax attacks were killing people in 2001.	3264615	3264641
0.7467071413993835	1	1	His plan would cost more than $200 billion annually, which Gephardt would pay for by repealing Bush's tax cuts.	His plan would cost over $200 billion annually and be paid for by repealing Bush's tax cuts.	262374	262921
0.7144497036933899	1	1	There had been fears that the 35 year-old wouldn't be able to conceive after suffering two ectopic pregnancies and cancer of the uterus.	There were fears that Heather would never have children after suffering two ectopic pregnancies and cancer of the uterus.	2939925	2939981
0.6319973468780518	1	0	On Friday, the Food and Drug Administration approved the use of silicone breast implants with conditions.	The drug was approved for use Friday by the Food and Drug Administration.	2810464	2810247
